No.,Time,Source,Destination,Protocol,Length,Type,Duration
36999,458.9910 ,147.32.83.181,10.8.0.93,TCP,1400,in,0.000187 
37000,458.9910 ,147.32.83.181,10.8.0.93,TCP,624,in,0.000008 
37001,458.9923 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001290 
37002,458.9924 ,10.8.0.93,147.32.83.181,TCP,52,out,0.000057 
37003,458.9924 ,10.8.0.93,147.32.83.181,TCP,52,out,0.000034 
37004,459.0322 ,10.8.0.93,147.32.83.181,TCP,52,out,0.039811 
37014,471.4052 ,147.32.83.181,10.8.0.93,TCP,114,in,12.372998 
37015,471.4074 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002138 
37016,479.9883 ,10.8.0.93,147.32.83.181,TCP,101,out,8.580889 
37017,479.9916 ,147.32.83.181,10.8.0.93,TCP,162,in,0.003313 
37018,479.9926 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001004 
37047,480.4261 ,10.8.0.93,147.32.83.181,TCP,1401,out,0.433517 
37048,480.4261 ,10.8.0.1,10.8.0.93,ICMP,576,in,0.000039 
37049,480.4262 ,10.8.0.93,147.32.83.181,TCP,1261,out,0.000028 
37050,480.4270 ,147.32.83.181,10.8.0.93,TCP,64,in,0.000789 
37051,480.4280 ,10.8.0.93,147.32.83.181,TCP,1400,out,0.001007 
37052,480.4281 ,10.8.0.93,147.32.83.181,TCP,1262,out,0.000164 
37053,480.4288 ,147.32.83.181,10.8.0.93,TCP,64,in,0.000722 
37054,480.4289 ,147.32.83.181,10.8.0.93,TCP,64,in,0.000045 
37055,480.4987 ,147.32.83.181,10.8.0.93,TCP,148,in,0.069838 
37056,480.5000 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001294 
37062,486.4280 ,147.32.83.181,10.8.0.93,TCP,114,in,5.927969 
37063,486.4307 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002681 
37067,501.4592 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028572 
37068,501.4608 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001532 
37069,503.4422 ,10.8.0.93,147.32.83.181,TCP,102,out,1.981421 
37070,503.4666 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.024423 
37071,503.6464 ,147.32.83.181,10.8.0.93,TCP,52,in,0.179793 
37107,516.4907 ,147.32.83.181,10.8.0.93,TCP,114,in,12.844281 
37108,516.4934 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002679 
37112,531.5217 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028273 
37113,531.5233 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001624 
37125,546.5538 ,147.32.83.181,10.8.0.93,TCP,114,in,15.030533 
37126,546.5565 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002644 
37127,548.4600 ,10.8.0.93,147.32.83.181,TCP,232,out,1.903531 
37128,548.4716 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.011664 
37129,548.6619 ,147.32.83.181,10.8.0.93,TCP,52,in,0.190206 
37133,561.5879 ,147.32.83.181,10.8.0.93,TCP,114,in,12.926045 
37134,561.5905 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002553 
37169,576.6157 ,147.32.83.181,10.8.0.93,TCP,114,in,15.025248 
37170,576.6183 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002593 
37181,590.4733 ,147.32.83.181,10.8.0.93,TCP,156,in,13.854980 
37182,590.4746 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001317 
37183,590.5427 ,10.8.0.93,147.32.83.181,TCP,302,out,0.068093 
37184,590.7561 ,147.32.83.181,10.8.0.93,TCP,52,in,0.213395 
37185,591.6486 ,147.32.83.181,10.8.0.93,TCP,114,in,0.892540 
37186,591.7288 ,10.8.0.93,147.32.83.181,TCP,52,out,0.080149 
37187,593.4731 ,10.8.0.93,147.32.83.181,TCP,232,out,1.744369 
37188,593.4872 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.014026 
37189,593.6783 ,147.32.83.181,10.8.0.93,TCP,52,in,0.191168 
37193,606.6784 ,147.32.83.181,10.8.0.93,TCP,114,in,13.000039 
37194,606.6815 ,10.8.0.93,147.32.83.181,TCP,52,out,0.003123 
37198,621.7099 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028372 
37199,621.7124 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002502 
37200,636.7403 ,147.32.83.181,10.8.0.93,TCP,114,in,15.027894 
37201,636.7414 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001177 
37231,638.5108 ,10.8.0.93,147.32.83.181,TCP,232,out,1.769371 
37232,638.5254 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.014575 
37233,638.7243 ,147.32.83.181,10.8.0.93,TCP,52,in,0.198907 
37237,651.7721 ,147.32.83.181,10.8.0.93,TCP,114,in,13.047780 
37238,651.7747 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002666 
37242,666.8038 ,147.32.83.181,10.8.0.93,TCP,114,in,15.029064 
37243,666.8068 ,10.8.0.93,147.32.83.181,TCP,52,out,0.003007 
37247,681.8352 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028424 
37248,681.8379 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002643 
37249,683.5267 ,10.8.0.93,147.32.83.181,TCP,232,out,1.688803 
37250,683.5397 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.013005 
37251,683.7402 ,147.32.83.181,10.8.0.93,TCP,52,in,0.200485 
37254,696.8816 ,147.32.83.181,10.8.0.93,TCP,114,in,13.141435 
37255,696.8841 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002502 
37261,711.9131 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028966 
37262,711.9153 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002246 
37266,726.9437 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028376 
37267,726.9461 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002389 
37268,728.5465 ,10.8.0.93,147.32.83.181,TCP,232,out,1.600457 
37269,728.5592 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.012652 
37270,728.7561 ,147.32.83.181,10.8.0.93,TCP,52,in,0.196955 
37279,732.8100 ,147.32.83.181,10.8.0.93,TCP,186,in,4.053878 
37280,732.8115 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001479 
37281,741.9749 ,147.32.83.181,10.8.0.93,TCP,114,in,9.163437 
37282,741.9771 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002159 
37286,757.0065 ,147.32.83.181,10.8.0.93,TCP,114,in,15.029419 
37287,757.0095 ,10.8.0.93,147.32.83.181,TCP,52,out,0.003024 
37291,772.0380 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028433 
37292,772.0402 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002231 
37293,773.5580 ,10.8.0.93,147.32.83.181,TCP,232,out,1.517816 
37294,773.5718 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.013781 
37295,773.7718 ,147.32.83.181,10.8.0.93,TCP,52,in,0.200014 
37296,787.0697 ,147.32.83.181,10.8.0.93,TCP,114,in,13.297836 
37297,787.0718 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002189 
37298,802.0996 ,147.32.83.181,10.8.0.93,TCP,114,in,15.027797 
37299,802.1009 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001272 
37306,817.1319 ,147.32.83.181,10.8.0.93,TCP,114,in,15.031014 
37307,817.1344 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002488 
37308,818.5790 ,10.8.0.93,147.32.83.181,TCP,232,out,1.444557 
37309,818.5905 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.011496 
37310,818.7870 ,147.32.83.181,10.8.0.93,TCP,52,in,0.196568 
37311,832.1623 ,147.32.83.181,10.8.0.93,TCP,114,in,13.375243 
37312,832.1635 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001239 
37313,832.4828 ,147.32.83.181,10.8.0.93,TCP,180,in,0.319252 
37314,832.4852 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002456 
37315,832.5360 ,10.8.0.93,147.32.83.181,TCP,145,out,0.050740 
37316,832.7406 ,147.32.83.181,10.8.0.93,TCP,52,in,0.204654 
37317,847.1940 ,147.32.83.181,10.8.0.93,TCP,114,in,14.453402 
37318,847.1962 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002203 
37319,854.9651 ,147.32.83.181,10.8.0.93,TCP,169,in,7.768853 
37320,854.9675 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002420 
37321,855.0190 ,10.8.0.93,147.32.83.181,TCP,174,out,0.051530 
37322,855.2249 ,147.32.83.181,10.8.0.93,TCP,52,in,0.205895 
37323,856.7035 ,147.32.83.181,10.8.0.93,TCP,160,in,1.478568 
37324,856.7056 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002085 
37325,856.7519 ,10.8.0.93,147.32.83.181,TCP,145,out,0.046301 
37326,856.9596 ,147.32.83.181,10.8.0.93,TCP,52,in,0.207776 
37327,862.2246 ,147.32.83.181,10.8.0.93,TCP,114,in,5.264977 
37328,862.2259 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001246 
37329,863.5958 ,10.8.0.93,147.32.83.181,TCP,232,out,1.369926 
37330,863.6076 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.011769 
37331,863.8029 ,147.32.83.181,10.8.0.93,TCP,52,in,0.195334 
37332,877.2564 ,147.32.83.181,10.8.0.93,TCP,114,in,13.453518 
37333,877.2590 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002583 
37334,892.2880 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028975 
37335,892.2906 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002643 
37336,907.3189 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028279 
37337,907.3212 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002289 
37338,908.6359 ,10.8.0.93,147.32.83.181,TCP,232,out,1.314666 
37339,908.6472 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.011314 
37340,908.8495 ,147.32.83.181,10.8.0.93,TCP,52,in,0.202296 
37341,922.3505 ,147.32.83.181,10.8.0.93,TCP,114,in,13.500993 
37342,922.3526 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002169 
37343,926.8378 ,147.32.83.181,10.8.0.93,TCP,156,in,4.485128 
37344,926.8390 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001257 
37345,926.8917 ,10.8.0.93,147.32.83.181,TCP,310,out,0.052730 
37346,927.0991 ,147.32.83.181,10.8.0.93,TCP,52,in,0.207395 
37347,937.3816 ,147.32.83.181,10.8.0.93,TCP,114,in,10.282439 
37348,937.3840 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002457 
37349,952.4129 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028896 
37350,952.4152 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002269 
37351,953.6570 ,10.8.0.93,147.32.83.181,TCP,232,out,1.241775 
37352,953.6695 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.012501 
37353,953.8653 ,147.32.83.181,10.8.0.93,TCP,52,in,0.195832 
37354,967.4440 ,147.32.83.181,10.8.0.93,TCP,114,in,13.578656 
37355,967.4464 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002397 
37356,982.4751 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028697 
37357,982.4773 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002213 
37358,997.5068 ,147.32.83.181,10.8.0.93,TCP,114,in,15.029483 
37359,997.5092 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002470 
37360,998.6694 ,10.8.0.93,147.32.83.181,TCP,232,out,1.160134 
37361,998.6812 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.011830 
37362,998.8811 ,147.32.83.181,10.8.0.93,TCP,52,in,0.199945 
37363,1012.5379 ,147.32.83.181,10.8.0.93,TCP,114,in,13.656730 
37364,1012.5404 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002584 
37365,1027.5692 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028731 
37366,1027.5712 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002055 
37367,1042.5999 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028702 
37368,1042.6013 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001323 
37369,1043.6830 ,10.8.0.93,147.32.83.181,TCP,232,out,1.081718 
37370,1043.6935 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.010497 
37371,1043.8966 ,147.32.83.181,10.8.0.93,TCP,52,in,0.203127 
37375,1057.6308 ,147.32.83.181,10.8.0.93,TCP,114,in,13.734222 
37376,1057.6321 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001315 
37377,1072.6627 ,147.32.83.181,10.8.0.93,TCP,114,in,15.030573 
37378,1072.6650 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002288 
37382,1087.6947 ,147.32.83.181,10.8.0.93,TCP,114,in,15.029745 
37383,1087.6970 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002246 
37384,1088.7636 ,10.8.0.93,147.32.83.181,TCP,232,out,1.066599 
37385,1088.7770 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.013398 
37386,1088.9747 ,147.32.83.181,10.8.0.93,TCP,52,in,0.197686 
37387,1102.7248 ,147.32.83.181,10.8.0.93,TCP,114,in,13.750114 
37388,1102.7265 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001692 
37389,1117.7564 ,147.32.83.181,10.8.0.93,TCP,114,in,15.029963 
37390,1117.7589 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002449 
37391,1126.8467 ,147.32.83.181,10.8.0.93,TCP,156,in,9.087840 
37392,1126.8482 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001443 
37393,1126.8931 ,10.8.0.93,147.32.83.181,TCP,145,out,0.044882 
37394,1127.1000 ,147.32.83.181,10.8.0.93,TCP,52,in,0.206938 
37395,1132.7876 ,147.32.83.181,10.8.0.93,TCP,114,in,5.687626 
37396,1132.7899 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002311 
37397,1133.7786 ,10.8.0.93,147.32.83.181,TCP,232,out,0.988637 
37398,1133.7879 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.009337 
37399,1133.9908 ,147.32.83.181,10.8.0.93,TCP,52,in,0.202905 
37421,1147.8189 ,147.32.83.181,10.8.0.93,TCP,114,in,13.828139 
37422,1147.8209 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001995 
37423,1160.0116 ,147.32.83.181,10.8.0.93,TCP,156,in,12.190615 
37424,1160.0131 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001501 
37425,1160.0688 ,10.8.0.93,147.32.83.181,TCP,215,out,0.055738 
37426,1160.2713 ,147.32.83.181,10.8.0.93,TCP,52,in,0.202518 
37427,1162.8504 ,147.32.83.181,10.8.0.93,TCP,114,in,2.579085 
37428,1162.8526 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002213 
37429,1177.8813 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028651 
37430,1177.8829 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001618 
37431,1178.8218 ,10.8.0.93,147.32.83.181,TCP,232,out,0.938923 
37432,1178.8334 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.011624 
37433,1179.0370 ,147.32.83.181,10.8.0.93,TCP,52,in,0.203610 
37434,1192.9128 ,147.32.83.181,10.8.0.93,TCP,114,in,13.875790 
37435,1192.9153 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002429 
37436,1207.9437 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028464 
37437,1207.9463 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002533 
37438,1222.9752 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028906 
37439,1222.9775 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002385 
37440,1223.8593 ,10.8.0.93,147.32.83.181,TCP,232,out,0.881745 
37441,1223.8701 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.010826 
37442,1224.0683 ,147.32.83.181,10.8.0.93,TCP,52,in,0.198172 
37443,1238.0065 ,147.32.83.181,10.8.0.93,TCP,114,in,13.938201 
37444,1238.3185 ,147.32.83.181,10.8.0.93,TCP,114,in,0.311993 
37445,1238.3339 ,10.8.0.93,147.32.83.181,TCP,52,out,0.015420 
37446,1238.3340 ,10.8.0.93,147.32.83.181,TCP,64,out,0.000057 
37447,1253.0375 ,147.32.83.181,10.8.0.93,TCP,114,in,14.703546 
37448,1253.0398 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002315 
37449,1268.0680 ,147.32.83.181,10.8.0.93,TCP,114,in,15.028231 
37450,1268.0698 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001742 
37451,1268.9599 ,10.8.0.93,147.32.83.181,TCP,232,out,0.890134 
37452,1268.9719 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.011971 
37453,1269.1620 ,147.32.83.181,10.8.0.93,TCP,52,in,0.190056 
37457,1283.1007 ,147.32.83.181,10.8.0.93,TCP,114,in,13.938708 
37458,1283.1034 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002696 
37459,1298.1312 ,147.32.83.181,10.8.0.93,TCP,114,in,15.027867 
37460,1298.1337 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002477 
37461,1310.0632 ,147.32.83.181,10.8.0.93,TCP,191,in,11.929470 
37462,1310.0645 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001297 
37463,1313.1628 ,147.32.83.181,10.8.0.93,TCP,114,in,3.098330 
37464,1313.1648 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002053 
37465,1313.9759 ,10.8.0.93,147.32.83.181,TCP,232,out,0.811011 
37466,1313.9867 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.010841 
37467,1314.1783 ,147.32.83.181,10.8.0.93,TCP,52,in,0.191608 
37468,1328.1939 ,147.32.83.181,10.8.0.93,TCP,114,in,14.015571 
37469,1328.1965 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002590 
37470,1336.5683 ,147.32.83.181,10.8.0.93,TCP,156,in,8.371825 
37471,1336.5705 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002229 
37472,1336.6505 ,10.8.0.93,147.32.83.181,TCP,310,out,0.079937 
37473,1336.8495 ,147.32.83.181,10.8.0.93,TCP,52,in,0.199080 
37474,1343.2254 ,147.32.83.181,10.8.0.93,TCP,114,in,6.375811 
37475,1343.2279 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002529 
37476,1358.1659 ,147.32.83.181,10.8.0.93,TCP,114,in,14.938005 
37477,1358.1684 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002534 
37478,1359.0103 ,10.8.0.93,147.32.83.181,TCP,232,out,0.841907 
37479,1359.0128 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.002494 
37480,1359.2088 ,147.32.83.181,10.8.0.93,TCP,52,in,0.195994 
37481,1373.8900 ,147.32.83.181,10.8.0.93,TCP,114,in,14.681163 
37482,1373.8912 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001254 
37485,1388.8969 ,147.32.83.181,10.8.0.93,TCP,114,in,15.005658 
37486,1388.8985 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001629 
37487,1403.2253 ,147.32.83.181,10.8.0.93,TCP,114,in,14.326800 
37488,1403.2283 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002977 
37489,1404.0784 ,10.8.0.93,147.32.83.181,TCP,232,out,0.850070 
37490,1404.0900 ,10.8.0.93,147.32.83.181,ICMP,84,out,0.011662 
37491,1404.2874 ,147.32.83.181,10.8.0.93,TCP,52,in,0.197366 
37492,1418.2250 ,147.32.83.181,10.8.0.93,TCP,114,in,13.937589 
37493,1418.2268 ,10.8.0.93,147.32.83.181,TCP,52,out,0.001796 
37494,1433.8815 ,147.32.83.181,10.8.0.93,TCP,114,in,15.654767 
37495,1433.8842 ,10.8.0.93,147.32.83.181,TCP,52,out,0.002690 
