No.,Time,Source,Destination,Protocol,Length,Type,Duration
54802,429.930914,10.8.0.57,147.32.83.253,TCP,44,out,0.007459 
54803,429.931639,10.8.0.57,147.32.83.253,TCP,40,out,0.000725 
54804,429.932367,147.32.83.253,10.8.0.57,TCP,40,in,0.000728 
54805,429.932724,147.32.83.253,10.8.0.57,TCP,40,in,0.000357 
54806,429.937249,10.8.0.57,147.32.83.253,TCP,40,out,0.004525 
54809,435.855292,147.32.83.253,10.8.0.57,TCP,45,in,5.918043 
54810,436.161347,147.32.83.253,10.8.0.57,TCP,45,in,0.306055 
54811,436.172068,10.8.0.57,147.32.83.253,TCP,40,out,0.010721 
54812,436.172148,10.8.0.57,147.32.83.253,TCP,52,out,0.000080 
54813,437.066611,10.8.0.57,147.32.83.253,TCP,45,out,0.894463 
54814,437.136054,147.32.83.253,10.8.0.57,TCP,40,in,0.069443 
54815,441.743722,10.8.0.57,147.32.83.253,UDP,62,out,4.607668 
54816,444.057483,147.32.83.253,10.8.0.57,TCP,45,in,2.313761 
54817,444.173044,10.8.0.57,147.32.83.253,TCP,40,out,0.115561 
54818,445.355801,10.8.0.57,147.32.83.253,TCP,45,out,1.182757 
54819,445.400904,147.32.83.253,10.8.0.57,TCP,40,in,0.045103 
54820,452.307348,147.32.83.253,10.8.0.57,TCP,45,in,6.906444 
54821,452.362563,10.8.0.57,147.32.83.253,TCP,40,out,0.055215 
54822,453.53672,10.8.0.57,147.32.83.253,TCP,45,out,1.174157 
54823,453.58869,147.32.83.253,10.8.0.57,TCP,40,in,0.051970 
54824,460.541931,147.32.83.253,10.8.0.57,TCP,45,in,6.953241 
54825,460.661881,10.8.0.57,147.32.83.253,TCP,40,out,0.119950 
54826,461.774404,10.8.0.57,147.32.83.253,UDP,62,out,1.112523 
54827,461.78699,10.8.0.57,147.32.83.253,TCP,45,out,0.012586 
54828,461.841604,147.32.83.253,10.8.0.57,TCP,40,in,0.054614 
54829,468.573734,147.32.83.253,10.8.0.57,TCP,45,in,6.732130 
54830,468.648802,10.8.0.57,147.32.83.253,TCP,40,out,0.075068 
54831,470.077994,10.8.0.57,147.32.83.253,TCP,45,out,1.429192 
54832,470.119992,147.32.83.253,10.8.0.57,TCP,40,in,0.041998 
54833,476.825438,147.32.83.253,10.8.0.57,TCP,45,in,6.705446 
54834,476.944121,10.8.0.57,147.32.83.253,TCP,40,out,0.118683 
54835,478.092921,10.8.0.57,147.32.83.253,TCP,45,out,1.148800 
54836,478.135651,147.32.83.253,10.8.0.57,TCP,40,in,0.042730 
54837,481.820106,10.8.0.57,147.32.83.253,UDP,62,out,3.684455 
54838,484.887413,147.32.83.253,10.8.0.57,TCP,45,in,3.067307 
54839,484.928781,10.8.0.57,147.32.83.253,TCP,40,out,0.041368 
54840,486.351742,10.8.0.57,147.32.83.253,TCP,45,out,1.422961 
54841,486.401331,147.32.83.253,10.8.0.57,TCP,40,in,0.049589 
54842,486.672008,10.8.0.57,147.32.83.253,TCP,45,out,0.270677 
54843,486.672886,147.32.83.253,10.8.0.57,TCP,52,in,0.000878 
54870,493.0926,147.32.83.253,10.8.0.57,TCP,45,in,6.419714 
54871,493.311201,10.8.0.57,147.32.83.253,TCP,40,out,0.218601 
54872,494.469318,10.8.0.57,147.32.83.253,TCP,45,out,1.158117 
54873,494.510217,147.32.83.253,10.8.0.57,TCP,40,in,0.040899 
54879,501.153825,147.32.83.253,10.8.0.57,TCP,45,in,6.643608 
54880,501.208129,10.8.0.57,147.32.83.253,TCP,40,out,0.054304 
54881,501.863088,10.8.0.57,147.32.83.253,UDP,62,out,0.654959 
54882,502.619947,10.8.0.57,147.32.83.253,TCP,45,out,0.756859 
54883,502.66658,147.32.83.253,10.8.0.57,TCP,40,in,0.046633 
54884,509.373879,147.32.83.253,10.8.0.57,TCP,45,in,6.707299 
54885,509.516544,10.8.0.57,147.32.83.253,TCP,40,out,0.142665 
54886,510.699858,10.8.0.57,147.32.83.253,TCP,45,out,1.183314 
54887,510.74489,147.32.83.253,10.8.0.57,TCP,40,in,0.045032 
54888,511.253642,147.32.83.253,10.8.0.57,TCP,81,in,0.508752 
54889,511.61183,147.32.83.253,10.8.0.57,TCP,81,in,0.358188 
54890,511.743805,10.8.0.57,147.32.83.253,TCP,40,out,0.131975 
54891,511.743869,10.8.0.57,147.32.83.253,TCP,52,out,0.000064 
54892,511.746988,10.8.0.57,147.32.83.253,TCP,65,out,0.003119 
54893,511.791784,147.32.83.253,10.8.0.57,TCP,40,in,0.044796 
54894,512.815257,10.8.0.57,147.32.83.253,TCP,60,out,1.023473 
54895,512.816302,147.32.83.253,10.8.0.57,TCP,52,in,0.001045 
54896,512.822699,10.8.0.57,147.32.83.253,TCP,40,out,0.006397 
54897,512.828248,10.8.0.57,147.32.83.253,TCP,45,out,0.005549 
54898,512.830214,10.8.0.57,147.32.83.253,TCP,40,out,0.001966 
54899,512.830994,147.32.83.253,10.8.0.57,TCP,40,in,0.000780 
54900,512.831392,147.32.83.253,10.8.0.57,TCP,40,in,0.000398 
54901,512.834595,10.8.0.57,147.32.83.253,TCP,40,out,0.003203 
54941,519.29209,147.32.83.253,10.8.0.57,TCP,45,in,6.457495 
54942,519.370132,10.8.0.57,147.32.83.253,TCP,40,out,0.078042 
54943,519.93813,10.8.0.57,147.32.83.253,TCP,45,out,0.567998 
54944,519.979356,147.32.83.253,10.8.0.57,TCP,40,in,0.041226 
54954,521.883851,10.8.0.57,147.32.83.253,UDP,62,out,1.904495 
54955,523.718563,147.32.83.253,10.8.0.57,TCP,81,in,1.834712 
54956,523.840292,10.8.0.57,147.32.83.253,TCP,40,out,0.121729 
54957,523.844097,10.8.0.57,147.32.83.253,TCP,65,out,0.003805 
54958,523.885785,147.32.83.253,10.8.0.57,TCP,40,in,0.041688 
54959,524.907063,10.8.0.57,147.32.83.253,TCP,60,out,1.021278 
54960,524.908168,147.32.83.253,10.8.0.57,TCP,52,in,0.001105 
54961,524.913773,10.8.0.57,147.32.83.253,TCP,40,out,0.005605 
54962,524.914639,10.8.0.57,147.32.83.253,TCP,45,out,0.000866 
54963,524.914945,10.8.0.57,147.32.83.253,TCP,40,out,0.000306 
54964,524.91588,147.32.83.253,10.8.0.57,TCP,40,in,0.000935 
54965,524.916636,147.32.83.253,10.8.0.57,TCP,40,in,0.000756 
54966,524.922889,10.8.0.57,147.32.83.253,TCP,40,out,0.006253 
54967,526.183455,147.32.83.253,10.8.0.57,TCP,81,in,1.260566 
54968,526.307284,10.8.0.57,147.32.83.253,TCP,65,out,0.123829 
54969,526.354121,147.32.83.253,10.8.0.57,TCP,40,in,0.046837 
54970,526.614932,10.8.0.57,147.32.83.253,TCP,65,out,0.260811 
54971,526.615583,147.32.83.253,10.8.0.57,TCP,52,in,0.000651 
54972,527.357716,10.8.0.57,147.32.83.253,TCP,60,out,0.742133 
54973,527.358421,147.32.83.253,10.8.0.57,TCP,52,in,0.000705 
54974,527.382041,10.8.0.57,147.32.83.253,TCP,40,out,0.023620 
54976,527.416274,10.8.0.57,147.32.83.253,TCP,90,out,0.034233 
54977,527.41646,10.8.0.57,147.32.83.253,TCP,40,out,0.000186 
54978,527.416944,147.32.83.253,10.8.0.57,TCP,40,in,0.000484 
54979,527.417077,147.32.83.253,10.8.0.57,TCP,40,in,0.000133 
54980,527.421767,10.8.0.57,147.32.83.253,TCP,40,out,0.004690 
54984,534.323464,147.32.83.253,10.8.0.57,TCP,45,in,6.901697 
54985,534.398378,10.8.0.57,147.32.83.253,TCP,45,out,0.074914 
54986,534.447895,147.32.83.253,10.8.0.57,TCP,40,in,0.049517 
54987,541.893428,10.8.0.57,147.32.83.253,UDP,62,out,7.445533 
54988,542.443228,10.8.0.57,147.32.83.253,TCP,45,out,0.549800 
54989,542.443924,147.32.83.253,10.8.0.57,TCP,45,in,0.000696 
54990,542.485983,10.8.0.57,147.32.83.253,TCP,40,out,0.042059 
54995,550.470391,10.8.0.57,147.32.83.253,TCP,45,out,7.984408 
54996,550.471674,147.32.83.253,10.8.0.57,TCP,45,in,0.001283 
54997,550.477108,10.8.0.57,147.32.83.253,TCP,40,out,0.005434 
55000,558.60778,10.8.0.57,147.32.83.253,TCP,45,out,8.130672 
55001,558.609452,147.32.83.253,10.8.0.57,TCP,45,in,0.001672 
55002,558.613465,10.8.0.57,147.32.83.253,TCP,40,out,0.004013 
55003,561.925443,10.8.0.57,147.32.83.253,UDP,62,out,3.311978 
55004,566.669688,10.8.0.57,147.32.83.253,TCP,45,out,4.744245 
55005,566.671922,147.32.83.253,10.8.0.57,TCP,45,in,0.002234 
55006,566.678339,10.8.0.57,147.32.83.253,TCP,40,out,0.006417 
55007,566.715138,147.32.83.253,10.8.0.57,TCP,40,in,0.036799 
55008,569.18078,147.32.83.253,10.8.0.57,TCP,73,in,2.465642 
55009,569.30901,10.8.0.57,147.32.83.253,TCP,40,out,0.128230 
55010,569.315951,10.8.0.57,147.32.83.253,TCP,65,out,0.006941 
55011,569.369974,147.32.83.253,10.8.0.57,TCP,40,in,0.054023 
55012,570.377205,10.8.0.57,147.32.83.253,TCP,60,out,1.007231 
55013,570.378199,147.32.83.253,10.8.0.57,TCP,52,in,0.000994 
55014,570.383822,10.8.0.57,147.32.83.253,TCP,40,out,0.005623 
55015,570.880626,10.8.0.57,147.32.83.253,TCP,1401,out,0.496804 
55016,570.880666,10.8.0.1,10.8.0.57,ICMP,576,in,0.000040 
55017,570.881093,10.8.0.57,147.32.83.253,TCP,1401,out,0.000427 
55018,570.881122,10.8.0.1,10.8.0.57,ICMP,576,in,0.000029 
55019,570.882438,10.8.0.57,147.32.83.253,TCP,1401,out,0.001316 
55020,570.882466,10.8.0.1,10.8.0.57,ICMP,576,in,0.000028 
55021,570.883087,10.8.0.57,147.32.83.253,TCP,1401,out,0.000621 
55022,570.883125,10.8.0.1,10.8.0.57,ICMP,576,in,0.000038 
55023,570.883973,10.8.0.57,147.32.83.253,TCP,1401,out,0.000848 
55024,570.884002,10.8.0.1,10.8.0.57,ICMP,576,in,0.000029 
55025,570.887112,10.8.0.57,147.32.83.253,TCP,1401,out,0.003110 
55026,570.88714,10.8.0.1,10.8.0.57,ICMP,576,in,0.000028 
55027,570.887164,10.8.0.57,147.32.83.253,TCP,66,out,0.000024 
55028,570.887881,147.32.83.253,10.8.0.57,TCP,52,in,0.000717 
55029,570.887917,10.8.0.57,147.32.83.253,TCP,1401,out,0.000036 
55030,570.887938,10.8.0.1,10.8.0.57,ICMP,576,in,0.000021 
55031,570.889935,10.8.0.57,147.32.83.253,TCP,1401,out,0.001997 
55032,570.889975,10.8.0.1,10.8.0.57,ICMP,576,in,0.000040 
55033,570.892845,10.8.0.57,147.32.83.253,TCP,1401,out,0.002870 
55034,570.892874,10.8.0.1,10.8.0.57,ICMP,576,in,0.000029 
55035,570.893948,10.8.0.57,147.32.83.253,TCP,1400,out,0.001074 
55036,570.894603,147.32.83.253,10.8.0.57,TCP,52,in,0.000655 
55037,570.894906,10.8.0.57,147.32.83.253,TCP,1400,out,0.000303 
55038,570.894964,10.8.0.57,147.32.83.253,TCP,42,out,0.000058 
55039,570.895512,147.32.83.253,10.8.0.57,TCP,60,in,0.000548 
55040,570.895529,147.32.83.253,10.8.0.57,TCP,52,in,0.000017 
55041,570.895619,10.8.0.57,147.32.83.253,TCP,1400,out,0.000090 
55042,570.896203,147.32.83.253,10.8.0.57,TCP,52,in,0.000584 
55043,570.89721,10.8.0.57,147.32.83.253,TCP,1400,out,0.001007 
55044,570.897767,147.32.83.253,10.8.0.57,TCP,52,in,0.000557 
55045,570.899609,10.8.0.57,147.32.83.253,TCP,42,out,0.001842 
55046,570.90005,147.32.83.253,10.8.0.57,TCP,52,in,0.000441 
55047,570.900329,10.8.0.57,147.32.83.253,TCP,1400,out,0.000279 
55048,570.90083,147.32.83.253,10.8.0.57,TCP,52,in,0.000501 
55049,570.901142,10.8.0.57,147.32.83.253,TCP,1400,out,0.000312 
55050,570.901202,10.8.0.57,147.32.83.253,TCP,42,out,0.000060 
55051,570.901621,147.32.83.253,10.8.0.57,TCP,52,in,0.000419 
55052,570.901637,147.32.83.253,10.8.0.57,TCP,40,in,0.000016 
55053,570.902009,10.8.0.57,147.32.83.253,TCP,1400,out,0.000372 
55054,570.903372,10.8.0.57,147.32.83.253,TCP,1400,out,0.001363 
55055,570.90387,147.32.83.253,10.8.0.57,TCP,40,in,0.000498 
55056,570.904108,10.8.0.57,147.32.83.253,TCP,1400,out,0.000238 
55057,570.904166,10.8.0.57,147.32.83.253,TCP,42,out,0.000058 
55058,570.904592,147.32.83.253,10.8.0.57,TCP,52,in,0.000426 
55059,570.9065,10.8.0.57,147.32.83.253,TCP,1400,out,0.001908 
55060,570.906939,147.32.83.253,10.8.0.57,TCP,52,in,0.000439 
55061,570.907168,10.8.0.57,147.32.83.253,TCP,1400,out,0.000229 
55062,570.907637,147.32.83.253,10.8.0.57,TCP,52,in,0.000469 
55063,570.907951,10.8.0.57,147.32.83.253,TCP,1400,out,0.000314 
55064,570.908154,10.8.0.57,147.32.83.253,TCP,41,out,0.000203 
55065,570.908374,147.32.83.253,10.8.0.57,TCP,52,in,0.000220 
55066,570.908425,147.32.83.253,10.8.0.57,TCP,40,in,0.000051 
55067,570.909039,10.8.0.57,147.32.83.253,TCP,1400,out,0.000614 
55068,570.909508,147.32.83.253,10.8.0.57,TCP,40,in,0.000469 
55069,570.910566,10.8.0.57,147.32.83.253,TCP,1400,out,0.001058 
55070,570.912903,10.8.0.57,147.32.83.253,TCP,1400,out,0.002337 
55071,570.913325,147.32.83.253,10.8.0.57,TCP,40,in,0.000422 
55072,570.913642,10.8.0.57,147.32.83.253,TCP,1400,out,0.000317 
55073,570.914937,10.8.0.57,147.32.83.253,TCP,1400,out,0.001295 
55074,570.915372,147.32.83.253,10.8.0.57,TCP,40,in,0.000435 
55075,570.915593,10.8.0.57,147.32.83.253,TCP,1400,out,0.000221 
55076,570.919856,10.8.0.57,147.32.83.253,TCP,101,out,0.004263 
55077,570.92033,147.32.83.253,10.8.0.57,TCP,40,in,0.000474 
55078,570.92038,147.32.83.253,10.8.0.57,TCP,40,in,0.000050 
55079,570.924561,10.8.0.57,147.32.83.253,TCP,40,out,0.004181 
55084,577.296883,147.32.83.253,10.8.0.57,TCP,45,in,6.372322 
55085,577.402911,10.8.0.57,147.32.83.253,TCP,45,out,0.106028 
55086,577.448123,147.32.83.253,10.8.0.57,TCP,40,in,0.045212 
55090,581.964978,10.8.0.57,147.32.83.253,UDP,62,out,4.516855 
55091,585.525955,147.32.83.253,10.8.0.57,TCP,45,in,3.560977 
55092,585.556287,10.8.0.57,147.32.83.253,TCP,45,out,0.030332 
55093,585.597776,10.8.0.57,147.32.83.253,TCP,40,out,0.041489 
55094,585.604425,147.32.83.253,10.8.0.57,TCP,40,in,0.006649 
55103,593.636004,147.32.83.253,10.8.0.57,TCP,45,in,8.031579 
55104,593.679764,10.8.0.57,147.32.83.253,TCP,40,out,0.043760 
55105,593.681065,10.8.0.57,147.32.83.253,TCP,45,out,0.001301 
55106,593.729317,147.32.83.253,10.8.0.57,TCP,40,in,0.048252 
55107,601.761667,147.32.83.253,10.8.0.57,TCP,45,in,8.032350 
55108,601.808307,10.8.0.57,147.32.83.253,TCP,45,out,0.046640 
55109,601.850924,10.8.0.57,147.32.83.253,TCP,40,out,0.042617 
55110,601.855083,147.32.83.253,10.8.0.57,TCP,40,in,0.004159 
55111,601.985635,10.8.0.57,147.32.83.253,UDP,62,out,0.130552 
55116,609.870619,147.32.83.253,10.8.0.57,TCP,45,in,7.884984 
55120,609.902866,10.8.0.57,147.32.83.253,TCP,40,out,0.032247 
55121,609.905451,10.8.0.57,147.32.83.253,TCP,45,out,0.002585 
55122,609.947951,147.32.83.253,10.8.0.57,TCP,40,in,0.042500 
55123,617.995246,147.32.83.253,10.8.0.57,TCP,45,in,8.047295 
55124,618.05518,10.8.0.57,147.32.83.253,TCP,45,out,0.059934 
55125,618.104256,147.32.83.253,10.8.0.57,TCP,40,in,0.049076 
55126,622.036189,10.8.0.57,147.32.83.253,UDP,62,out,3.931933 
55127,626.014272,147.32.83.253,10.8.0.57,TCP,45,in,3.978083 
55128,626.144254,10.8.0.57,147.32.83.253,TCP,45,out,0.129982 
55129,626.184827,147.32.83.253,10.8.0.57,TCP,40,in,0.040573 
55130,633.392702,147.32.83.253,10.8.0.57,TCP,140,in,7.207875 
55131,633.52041,10.8.0.57,147.32.83.253,TCP,65,out,0.127708 
55132,633.573048,147.32.83.253,10.8.0.57,TCP,40,in,0.052638 
55133,634.582728,10.8.0.57,147.32.83.253,TCP,60,out,1.009680 
55134,634.584097,147.32.83.253,10.8.0.57,TCP,52,in,0.001369 
55135,634.589534,10.8.0.57,147.32.83.253,TCP,40,out,0.005437 
55136,634.59509,10.8.0.57,147.32.83.253,TCP,44,out,0.005556 
55137,634.597139,10.8.0.57,147.32.83.253,TCP,40,out,0.002049 
55138,634.597823,147.32.83.253,10.8.0.57,TCP,40,in,0.000684 
55139,634.598029,147.32.83.253,10.8.0.57,TCP,40,in,0.000206 
55140,634.602288,10.8.0.57,147.32.83.253,TCP,40,out,0.004259 
55143,641.60469,147.32.83.253,10.8.0.57,TCP,45,in,7.002402 
55144,641.697917,10.8.0.57,147.32.83.253,TCP,45,out,0.093227 
55145,641.736656,10.8.0.57,147.32.83.253,TCP,40,out,0.038739 
55146,641.744664,147.32.83.253,10.8.0.57,TCP,40,in,0.008008 
55147,642.065504,10.8.0.57,147.32.83.253,UDP,62,out,0.320840 
55148,649.761698,147.32.83.253,10.8.0.57,TCP,45,in,7.696194 
55149,649.787169,10.8.0.57,147.32.83.253,TCP,45,out,0.025471 
55150,649.792515,10.8.0.57,147.32.83.253,TCP,40,out,0.005346 
55151,649.839176,147.32.83.253,10.8.0.57,TCP,40,in,0.046661 
55180,657.855668,147.32.83.253,10.8.0.57,TCP,45,in,8.016492 
55181,657.85815,10.8.0.57,147.32.83.253,TCP,45,out,0.002482 
55182,657.860578,10.8.0.57,147.32.83.253,TCP,40,out,0.002428 
55183,657.901595,147.32.83.253,10.8.0.57,TCP,40,in,0.041017 
55203,662.107132,10.8.0.57,147.32.83.253,UDP,62,out,4.205537 
55204,665.87062,10.8.0.57,147.32.83.253,TCP,45,out,3.763488 
55205,665.875033,147.32.83.253,10.8.0.57,TCP,45,in,0.004413 
55206,665.883845,10.8.0.57,147.32.83.253,TCP,40,out,0.008812 
55207,673.897199,10.8.0.57,147.32.83.253,TCP,45,out,8.013354 
55208,673.899011,147.32.83.253,10.8.0.57,TCP,45,in,0.001812 
55209,673.903116,10.8.0.57,147.32.83.253,TCP,40,out,0.004105 
55210,681.98149,147.32.83.253,10.8.0.57,TCP,45,in,8.078374 
55211,682.051643,10.8.0.57,147.32.83.253,TCP,45,out,0.070153 
55212,682.052414,10.8.0.57,147.32.83.253,TCP,40,out,0.000771 
55213,682.104331,147.32.83.253,10.8.0.57,TCP,40,in,0.051917 
55214,682.146935,10.8.0.57,147.32.83.253,UDP,62,out,0.042604 
55367,690.05828,147.32.83.253,10.8.0.57,TCP,45,in,7.911345 
55368,690.144048,10.8.0.57,147.32.83.253,TCP,40,out,0.085768 
55369,690.149152,10.8.0.57,147.32.83.253,TCP,45,out,0.005104 
55370,690.197695,147.32.83.253,10.8.0.57,TCP,40,in,0.048543 
55371,698.152043,147.32.83.253,10.8.0.57,TCP,45,in,7.954348 
55372,698.199265,10.8.0.57,147.32.83.253,TCP,45,out,0.047222 
55373,698.238354,10.8.0.57,147.32.83.253,TCP,40,out,0.039089 
55374,698.260928,147.32.83.253,10.8.0.57,TCP,40,in,0.022574 
55378,702.181575,10.8.0.57,147.32.83.253,UDP,62,out,3.920647 
55379,706.214833,147.32.83.253,10.8.0.57,TCP,45,in,4.033258 
55380,706.323143,10.8.0.57,147.32.83.253,TCP,40,out,0.108310 
55381,706.325973,10.8.0.57,147.32.83.253,TCP,45,out,0.002830 
55382,706.370122,147.32.83.253,10.8.0.57,TCP,40,in,0.044149 
55383,712.023088,147.32.83.253,10.8.0.57,TCP,114,in,5.652966 
55384,712.063134,10.8.0.57,147.32.83.253,TCP,65,out,0.040046 
55385,712.119922,147.32.83.253,10.8.0.57,TCP,40,in,0.056788 
55386,713.125684,10.8.0.57,147.32.83.253,TCP,60,out,1.005762 
55387,713.126233,147.32.83.253,10.8.0.57,TCP,52,in,0.000549 
55388,713.130932,10.8.0.57,147.32.83.253,TCP,40,out,0.004699 
55389,713.301515,10.8.0.57,147.32.83.253,TCP,43,out,0.170583 
55390,713.304575,10.8.0.57,147.32.83.253,TCP,40,out,0.003060 
55392,713.305229,147.32.83.253,10.8.0.57,TCP,40,in,0.000654 
55393,713.305403,147.32.83.253,10.8.0.57,TCP,40,in,0.000174 
55394,713.307125,10.8.0.57,147.32.83.253,TCP,40,out,0.001722 
55395,720.148864,10.8.0.57,147.32.83.253,TCP,45,out,6.841739 
55396,720.149517,147.32.83.253,10.8.0.57,TCP,45,in,0.000653 
55397,720.187557,10.8.0.57,147.32.83.253,TCP,40,out,0.038040 
55398,722.185789,10.8.0.57,147.32.83.253,UDP,62,out,1.998232 
55399,728.172866,10.8.0.57,147.32.83.253,TCP,45,out,5.987077 
55400,728.174341,147.32.83.253,10.8.0.57,TCP,45,in,0.001475 
55401,728.182147,10.8.0.57,147.32.83.253,TCP,40,out,0.007806 
55460,736.25057,147.32.83.253,10.8.0.57,TCP,45,in,8.068423 
55461,736.325355,10.8.0.57,147.32.83.253,TCP,40,out,0.074785 
55462,736.326271,10.8.0.57,147.32.83.253,TCP,45,out,0.000916 
55463,736.369717,147.32.83.253,10.8.0.57,TCP,40,in,0.043446 
55464,742.216442,10.8.0.57,147.32.83.253,UDP,62,out,5.846725 
55465,744.386275,147.32.83.253,10.8.0.57,TCP,45,in,2.169833 
55466,744.420012,10.8.0.57,147.32.83.253,TCP,45,out,0.033737 
55467,744.479603,147.32.83.253,10.8.0.57,TCP,40,in,0.059591 
55479,752.497064,147.32.83.253,10.8.0.57,TCP,45,in,8.017461 
55480,752.560998,10.8.0.57,147.32.83.253,TCP,45,out,0.063934 
55481,752.600103,10.8.0.57,147.32.83.253,TCP,40,out,0.039105 
55482,752.604216,147.32.83.253,10.8.0.57,TCP,40,in,0.004113 
55490,760.636326,147.32.83.253,10.8.0.57,TCP,45,in,8.032110 
55491,760.699893,10.8.0.57,147.32.83.253,TCP,40,out,0.063567 
55492,760.707109,10.8.0.57,147.32.83.253,TCP,45,out,0.007216 
55493,760.761028,147.32.83.253,10.8.0.57,TCP,40,in,0.053919 
55494,762.214836,10.8.0.57,147.32.83.253,UDP,62,out,1.453808 
55495,768.71445,147.32.83.253,10.8.0.57,TCP,45,in,6.499614 
55496,768.794585,10.8.0.57,147.32.83.253,TCP,45,out,0.080135 
55497,768.839462,147.32.83.253,10.8.0.57,TCP,40,in,0.044877 
55498,776.816088,10.8.0.57,147.32.83.253,TCP,45,out,7.976626 
55499,776.836023,147.32.83.253,10.8.0.57,TCP,45,in,0.019935 
55500,776.890173,10.8.0.57,147.32.83.253,TCP,40,out,0.054150 
55501,782.240976,10.8.0.57,147.32.83.253,UDP,62,out,5.350803 
55502,784.861604,10.8.0.57,147.32.83.253,TCP,45,out,2.620628 
55503,784.862392,147.32.83.253,10.8.0.57,TCP,45,in,0.000788 
55504,784.866572,10.8.0.57,147.32.83.253,TCP,40,out,0.004180 
55509,792.906639,10.8.0.57,147.32.83.253,TCP,45,out,8.040067 
