Source,Destination,Protocol,Length,Type,Duration
443,33952,TLSv1.3,442,in,0.000004
443,33952,TLSv1.3,533,in,0.00034
443,33952,TLSv1.3,238,in,0.00001
443,33952,TCP,1400,in,0.000012
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TLSv1.3,400,in,0.000026
443,33952,TCP,1400,in,0.000008
443,33952,TLSv1.3,424,in,0.000001
443,33952,TCP,1400,in,0.000125
443,33952,TLSv1.3,226,in,0.000003
443,33952,TCP,1400,in,0.000011
443,33952,TLSv1.3,1330,in,0.000002
443,33952,TCP,1400,in,0.000042
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,125,in,0.000001
443,33952,TCP,1400,in,0.000096
443,33952,TLSv1.3,1400,in,0.000003
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000098
443,33952,TLSv1.3,167,in,0.000003
443,33952,TCP,1400,in,0.000009
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,125,in,0.000001
33952,443,TCP,52,out,0.000065
33952,443,TCP,52,out,0.000032
443,33952,TCP,1400,in,0.000069
443,33952,TLSv1.3,1190,in,0.000002
443,33952,TCP,1400,in,0.000007
443,33952,TLSv1.3,126,in,0.000002
33952,443,TCP,52,out,0.000589
33952,443,TCP,52,out,0.000238
33952,443,TCP,52,out,0.000044
33952,443,TCP,52,out,0.000028
33952,443,TCP,52,out,0.000025
33952,443,TCP,52,out,0.001879
33952,443,TCP,52,out,0.000929
33952,443,TCP,52,out,0.000468
33952,443,TCP,52,out,0.000032
33952,443,TCP,52,out,0.000031
33952,443,TCP,52,out,0.007664
33952,443,TCP,52,out,0.000056
33952,443,TCP,52,out,0.000295
33952,443,TCP,52,out,0.000054
33952,443,TCP,52,out,0.000322
33952,443,TCP,52,out,0.000058
33952,443,TCP,52,out,0.000032
33952,443,TCP,52,out,0.000029
33952,443,TCP,52,out,0.000029
33952,443,TCP,52,out,0.000028
33952,443,TCP,52,out,0.000029
33952,443,TCP,52,out,0.000168
33952,443,TCP,52,out,0.000055
33952,443,TCP,52,out,0.000033
33952,443,TCP,52,out,0.000032
33952,443,TCP,52,out,0.000032
33952,443,TCP,52,out,0.000657
33952,443,TCP,52,out,0.000055
33952,443,TCP,52,out,0.000036
33952,443,TCP,52,out,0.000033
33952,443,TCP,52,out,0.000029
33952,443,TLSv1.3,274,out,0.007988
443,33952,TCP,52,in,0.000718
443,33952,TLSv1.3,1400,in,0.001629
443,33952,TLSv1.3,1400,in,0.000046
443,33952,TLSv1.3,444,in,0.000004
33952,443,TCP,52,out,0.001456
33952,443,TCP,52,out,0.000055
33952,443,TCP,52,out,0.000041
33952,443,TLSv1.3,116,out,0.002654
443,33952,TLSv1.3,238,in,0.000813
33952,443,TCP,60,out,0.006206
33952,443,TLSv1.3,571,out,0.000081
443,33952,TCP,60,in,0.000779
443,33952,TLSv1.3,627,in,0.000377
443,33952,TCP,1400,in,0.000025
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,319,in,0.000006
443,33952,TCP,1400,in,0.000007
443,33952,TLSv1.3,126,in,0.000002
33952,443,TCP,52,out,0.000958
33952,443,TLSv1.3,116,out,0.000053
33952,443,TCP,52,out,0.000037
33952,443,TLSv1.3,570,out,0.000301
33952,443,TCP,52,out,0.000048
443,33952,TLSv1.3,238,in,0.000639
443,33952,TLSv1.3,628,in,0.00043
443,33952,TCP,1400,in,0.00006
443,33952,TCP,1400,in,0.000003
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1225,in,0.000002
443,33952,TCP,1400,in,0.000008
443,33952,TLSv1.3,126,in,0.000001
33952,443,TCP,52,out,0.000213
33952,443,TCP,52,out,0.000853
33952,443,TCP,52,out,0.000464
33952,443,TCP,52,out,0.000462
33952,443,TCP,60,out,0.010047
443,33952,TCP,60,in,0.000795
33952,443,TCP,52,out,0.00102
33952,443,TLSv1.3,464,out,0.000554
33952,443,TLSv1.3,577,out,0.000329
443,33952,TCP,52,in,0.00043
443,33952,TCP,52,in,0.00031
443,33952,TLSv1.3,274,in,0.000437
443,33952,TLSv1.3,627,in,0.000421
33952,443,TCP,52,out,0.000723
443,33952,TCP,1400,in,0.000048
443,33952,TCP,1400,in,0.00001
443,33952,TCP,54,in,0.000032
443,33952,TCP,1400,in,0.00001
443,33952,TLSv1.3,126,in,0.000001
33952,443,TCP,52,out,0.000346
33952,443,TCP,52,out,0.000821
33952,443,TCP,52,out,0.000049
33952,443,TCP,52,out,0.00178
33952,443,TCP,64,out,0.00005
33952,443,TCP,64,out,0.000047
33952,443,TLSv1.3,464,out,0.003358
443,33952,TCP,52,in,0.000727
33952,443,TLSv1.3,575,out,0.000066
443,33952,TLSv1.3,274,in,0.000489
443,33952,TCP,1109,in,0.000045
443,33952,TLSv1.3,626,in,0.000466
33952,443,TLSv1.3,148,out,0.000076
33952,443,TCP,52,out,0.000353
33952,443,TCP,52,out,0.000057
443,33952,TCP,1400,in,0.000279
443,33952,TCP,1400,in,0.000009
443,33952,TCP,1400,in,0.000002
443,33952,TCP,55,in,0.000031
443,33952,TCP,1400,in,0.00001
443,33952,TLSv1.3,126,in,0.000002
443,33952,TLSv1.3,223,in,0.000022
33952,443,TCP,52,out,0.000011
33952,443,TCP,52,out,0.001433
33952,443,TCP,52,out,0.000057
33952,443,TCP,52,out,0.000033
33952,443,TCP,52,out,0.000447
33952,443,TCP,64,out,0.000056
33952,443,TCP,64,out,0.000168
33952,443,TCP,52,out,0.000056
33952,443,TLSv1.3,148,out,0.000765
443,33952,TLSv1.3,223,in,0.000736
33952,443,TCP,64,out,0.001
443,33952,TCP,739,in,0.00068
33952,443,TCP,52,out,0.00105
33952,443,TCP,52,out,0.007581
33952,443,TCP,52,out,0.000057
33952,443,TCP,60,out,0.020178
443,33952,TCP,60,in,0.000803
33952,443,TCP,52,out,0.001265
33952,443,TLSv1.3,439,out,0.001596
33952,443,TLSv1.3,162,out,0.000411
443,33952,TCP,52,in,0.000305
443,33952,TCP,52,in,0.000353
443,33952,TLSv1.3,268,in,0.000051
443,33952,TLSv1.3,126,in,0.00004
443,33952,TLSv1.3,83,in,0.000052
33952,443,TCP,52,out,0.00092
33952,443,TCP,52,out,0.000055
33952,443,TCP,52,out,0.000032
33952,443,TLSv1.3,136,out,0.000915
443,33952,TLSv1.3,217,in,0.000702
33952,443,TCP,1400,out,0.000029
33952,443,TLSv1.3,774,out,0.000298
443,33952,TCP,52,in,0.000691
443,33952,TLSv1.3,87,in,0.000279
33952,443,TCP,52,out,0.001011
443,33952,TLSv1.3,419,in,0.052694
443,33952,TLSv1.3,146,in,0.00001
33952,443,TCP,52,out,0.001923
33952,443,TCP,1400,out,0.517524
33952,443,TLSv1.3,1161,out,0.000058
443,33952,TCP,52,in,0.000708
443,33952,TLSv1.3,87,in,0.000189
33952,443,TCP,52,out,0.041114
443,33952,TLSv1.3,240,in,0.012148
443,33952,TLSv1.3,146,in,0.000035
33952,443,TCP,52,out,0.001479
33952,443,TCP,52,out,0.000056
33952,443,TCP,1400,out,0.038364
33952,443,TLSv1.3,725,out,0.00006
443,33952,TCP,52,in,0.0007
443,33952,TLSv1.3,87,in,0.000155
33952,443,TCP,52,out,0.000914
33952,443,TLSv1.3,710,out,0.026932
443,33952,TCP,52,in,0.000845
443,33952,TLSv1.3,87,in,0.000269
33952,443,TCP,52,out,0.000697
33952,443,TCP,1400,out,0.001706
33952,443,TLSv1.3,1400,out,0.000067
33952,443,TCP,1400,out,0.000302
443,33952,TCP,52,in,0.000372
33952,443,TCP,1400,out,0.000019
33952,443,TCP,1400,out,0.000309
33952,443,TLSv1.3,66,out,0.000062
33952,443,TLSv1.3,83,out,0.000283
443,33952,TCP,52,in,0.000051
443,33952,TCP,52,in,0.000347
33952,443,TLSv1.3,1289,out,0.010291
443,33952,TCP,52,in,0.000756
443,33952,TLSv1.3,87,in,0.000318
443,33952,TLSv1.3,215,in,0.009256
443,33952,TLSv1.3,146,in,0.000009
33952,443,TCP,52,out,0.001076
33952,443,TCP,52,out,0.000055
33952,443,TLSv1.3,1129,out,0.024884
443,33952,TLSv1.3,87,in,0.001084
33952,443,TLSv1.3,596,out,0.00265
443,33952,TLSv1.3,647,in,0.001885
443,33952,TLSv1.3,75,in,0.000327
443,33952,TCP,1400,in,0.000059
443,33952,TCP,1400,in,0.000003
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000041
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000207
443,33952,TCP,1400,in,0.000005
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000004
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000149
443,33952,TCP,1400,in,0.000003
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000163
443,33952,TLSv1.3,1400,in,0.000003
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1235,in,0.000002
443,33952,TCP,1400,in,0.000015
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000124
443,33952,TCP,1400,in,0.000003
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
33952,443,TCP,52,out,0.000192
33952,443,TCP,52,out,0.00005
33952,443,TCP,52,out,0.000035
33952,443,TCP,52,out,0.000044
33952,443,TCP,52,out,0.000206
33952,443,TCP,52,out,0.00009
443,33952,TCP,1400,in,0.000195
33952,443,TCP,52,out,0.000052
443,33952,TCP,1400,in,0.000138
33952,443,TCP,52,out,0.00012
443,33952,TLSv1.3,1400,in,0.000113
33952,443,TCP,52,out,0.000059
443,33952,TCP,1400,in,0.000146
443,33952,TCP,1400,in,0.000003
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
33952,443,TCP,52,out,0.000136
33952,443,TCP,52,out,0.001097
33952,443,TCP,52,out,0.000142
33952,443,TCP,52,out,0.000037
33952,443,TCP,52,out,0.000093
33952,443,TCP,52,out,0.000186
443,33952,TCP,1400,in,0.000217
33952,443,TCP,52,out,0.000051
443,33952,TCP,1400,in,0.000156
443,33952,TLSv1.3,1400,in,0.000004
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000003
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
33952,443,TCP,52,out,0.000121
33952,443,TCP,52,out,0.000273
443,33952,TCP,1400,in,0.000329
33952,443,TLSv1.3,592,out,0.000039
33952,443,TCP,52,out,0.000044
443,33952,TLSv1.3,1400,in,0.000131
443,33952,TCP,1400,in,0.000006
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
33952,443,TCP,52,out,0.000079
33952,443,TCP,52,out,0.000345
33952,443,TCP,52,out,0.000036
443,33952,TCP,1400,in,0.000233
443,33952,TLSv1.3,1400,in,0.000193
443,33952,TCP,1400,in,0.000007
443,33952,TCP,1400,in,0.000003
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
33952,443,TCP,52,out,0.000029
33952,443,TCP,52,out,0.000289
443,33952,TLSv1.3,628,in,0.000024
33952,443,TCP,52,out,0.000234
443,33952,TLSv1.3,75,in,0.000212
443,33952,TCP,1400,in,0.000031
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000041
443,33952,TCP,1400,in,0.000003
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000031
443,33952,TCP,1400,in,0.000003
443,33952,TCP,1400,in,0.000001
33952,443,TCP,52,out,0.000093
443,33952,TCP,1400,in,0.000063
443,33952,TLSv1.3,1400,in,0.00005
443,33952,TCP,1400,in,0.000003
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.00012
443,33952,TCP,1400,in,0.000003
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000041
443,33952,TLSv1.3,1400,in,0.000004
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000001
33952,443,TCP,52,out,0.000034
443,33952,TCP,1400,in,0.00012
443,33952,TLSv1.3,1400,in,0.000003
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1235,in,0.000001
33952,443,TCP,52,out,0.000118
443,33952,TCP,1400,in,0.000048
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000007
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
33952,443,TCP,52,out,0.00024
443,33952,TCP,1400,in,0.000033
443,33952,TCP,1400,in,0.000189
443,33952,TCP,1400,in,0.000003
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
33952,443,TCP,52,out,0.000307
33952,443,TCP,52,out,0.000035
33952,443,TCP,52,out,0.000241
443,33952,TLSv1.3,1400,in,0.000334
33952,443,TCP,52,out,0.000002
443,33952,TCP,1400,in,0.000184
443,33952,TCP,1400,in,0.000003
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
33952,443,TCP,52,out,0.00018
33952,443,TCP,52,out,0.0002
443,33952,TLSv1.3,1400,in,0.000386
33952,443,TCP,52,out,0.00002
443,33952,TCP,1400,in,0.000173
443,33952,TCP,1400,in,0.000004
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
33952,443,TCP,52,out,0.001818
33952,443,TLSv1.3,587,out,0.000054
33952,443,TCP,52,out,0.000032
33952,443,TCP,52,out,0.000029
33952,443,TCP,52,out,0.000027
33952,443,TCP,52,out,0.000292
443,33952,TCP,1400,in,0.000186
33952,443,TCP,52,out,0.000119
33952,443,TCP,52,out,0.00004
443,33952,TLSv1.3,1400,in,0.000052
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000001
33952,443,TCP,52,out,0.000349
33952,443,TCP,52,out,0.00008
443,33952,TLSv1.3,630,in,0.000239
443,33952,TCP,1400,in,0.000028
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000027
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000133
443,33952,TCP,1400,in,0.000004
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000081
443,33952,TLSv1.3,1400,in,0.000084
443,33952,TCP,1400,in,0.000003
33952,443,TCP,52,out,0.000092
443,33952,TLSv1.3,1400,in,0.000018
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000004
443,33952,TLSv1.3,1400,in,0.000002
33952,443,TCP,52,out,0.000006
443,33952,TLSv1.3,867,in,0.000035
443,33952,TCP,1400,in,0.000008
443,33952,TLSv1.3,126,in,0.000002
33952,443,TCP,52,out,0.000057
33952,443,TCP,52,out,0.000194
33952,443,TCP,52,out,0.000262
443,33952,TCP,1400,in,0.000132
443,33952,TCP,1400,in,0.000195
443,33952,TLSv1.3,1400,in,0.000004
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
33952,443,TCP,52,out,0.000098
33952,443,TCP,52,out,0.000659
33952,443,TCP,52,out,0.000051
33952,443,TCP,52,out,0.000216
33952,443,TCP,52,out,0.000176
443,33952,TCP,1400,in,0.000118
443,33952,TLSv1.3,1400,in,0.000035
443,33952,TCP,1400,in,0.000212
443,33952,TCP,1400,in,0.000007
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000341
443,33952,TCP,1400,in,0.000006
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000005
443,33952,TLSv1.3,1400,in,0.000001
33952,443,TCP,52,out,0.000215
33952,443,TCP,52,out,0.000037
33952,443,TCP,52,out,0.000035
33952,443,TCP,52,out,0.000221
33952,443,TCP,52,out,0.000175
443,33952,TCP,1400,in,0.000187
33952,443,TCP,52,out,0.000031
443,33952,TCP,1400,in,0.000164
443,33952,TLSv1.3,1400,in,0.000003
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
33952,443,TCP,52,out,0.000031
33952,443,TCP,52,out,0.000755
33952,443,TCP,52,out,0.00005
33952,443,TCP,52,out,0.000081
33952,443,TCP,52,out,0.000238
443,33952,TCP,1400,in,0.000248
443,33952,TCP,1400,in,0.000205
443,33952,TLSv1.3,1400,in,0.000004
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
443,33952,TCP,1400,in,0.000002
443,33952,TLSv1.3,1400,in,0.000001
443,33952,TCP,1400,in,0.000001
33952,443,TCP,52,out,0.000032
33952,443,TCP,52,out,0.000252
443,33952,TCP,1400,in,0.000341
443,33952,TLSv1.3,1400,in,0.000195
443,33952,TCP,1400,in,0.000006
443,33952,TCP,1400,in,0.000003
443,33952,TLSv1.3,1400,in,0.000002
443,33952,TCP,1400,in,0.000002
443,33952,TCP,1400,in,0.000001
