No.,Time,Source,Destination,Protocol,Length,Type,Duration
67438,470.5593 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.061079 
67439,470.6116 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.052305 
67440,470.6505 ,10.8.0.249,35.201.97.85,TLSv1.2,268,out,0.038881 
67441,470.6511 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000624 
67442,470.6545 ,10.8.0.249,35.201.97.85,TCP,52,out,0.003330 
67443,470.6545 ,10.8.0.249,35.201.97.85,TCP,52,out,0.000054 
67444,470.7319 ,10.8.0.249,35.201.97.85,TLSv1.2,268,out,0.077411 
67445,470.7326 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000635 
67446,470.7647 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.032100 
67447,470.8293 ,10.8.0.249,35.201.97.85,TLSv1.2,268,out,0.064666 
67448,470.8318 ,10.8.0.249,35.201.97.85,TCP,52,out,0.002449 
67449,470.8349 ,35.201.97.85,10.8.0.249,TCP,52,in,0.003165 
67450,470.8396 ,10.8.0.249,35.201.97.85,TLSv1.2,268,out,0.004642 
67451,470.8402 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000608 
67452,470.8422 ,10.8.0.249,35.201.97.85,TLSv1.2,283,out,0.001972 
67453,470.8428 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000616 
67454,470.8456 ,10.8.0.249,35.201.97.85,TLSv1.2,283,out,0.002873 
67455,470.8460 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.000320 
67456,470.8509 ,35.201.97.85,10.8.0.249,TCP,52,in,0.004885 
67457,470.8527 ,10.8.0.249,35.201.97.85,TLSv1.2,271,out,0.001866 
67458,470.8533 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000592 
67459,470.8550 ,10.8.0.249,35.201.97.85,TLSv1.2,271,out,0.001656 
67460,470.8556 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000596 
67461,470.8608 ,10.8.0.249,35.201.97.85,TLSv1.2,275,out,0.005214 
67462,470.8614 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000618 
67463,470.8636 ,10.8.0.249,35.201.97.85,TLSv1.2,276,out,0.002183 
67464,470.8642 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000631 
67465,470.8673 ,10.8.0.249,35.201.97.85,TLSv1.2,277,out,0.003086 
67466,470.8679 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000620 
67467,470.8700 ,10.8.0.249,35.201.97.85,TLSv1.2,276,out,0.002105 
67468,470.8706 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000631 
67469,470.8749 ,10.8.0.249,35.201.97.85,TLSv1.2,277,out,0.004286 
67470,470.8756 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000630 
67471,470.8794 ,10.8.0.249,35.201.97.85,TLSv1.2,284,out,0.003849 
67472,470.8800 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000608 
67473,470.8848 ,10.8.0.249,35.201.97.85,TLSv1.2,285,out,0.004813 
67474,470.8854 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000610 
67475,470.8872 ,10.8.0.249,35.201.97.85,TLSv1.2,492,out,0.001747 
67476,470.8878 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000615 
67477,470.8913 ,10.8.0.249,35.201.97.85,TLSv1.2,273,out,0.003517 
67478,470.8919 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000624 
67479,470.8982 ,10.8.0.249,35.201.97.85,TLSv1.2,279,out,0.006220 
67480,470.8988 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000636 
67481,470.9006 ,10.8.0.249,35.201.97.85,TLSv1.2,522,out,0.001776 
67482,470.9013 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000726 
67483,470.9078 ,10.8.0.249,35.201.97.85,TLSv1.2,248,out,0.006504 
67484,470.9084 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000595 
67485,470.9446 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.036180 
67486,470.9535 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.008937 
67487,470.9578 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.004268 
67488,470.9612 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.003409 
67489,470.9685 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.007257 
67490,470.9703 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.001845 
67491,470.9772 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.006886 
67492,470.9807 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.003528 
67493,470.9830 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.002276 
67494,470.9865 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.003549 
67495,471.0479 ,10.8.0.249,35.201.97.85,TCP,1401,out,0.061407 
67496,471.0480 ,10.8.0.1,10.8.0.249,ICMP,576,in,0.000033 
67497,471.0480 ,10.8.0.249,35.201.97.85,TLSv1.2,348,out,0.000025 
67498,471.0486 ,35.201.97.85,10.8.0.249,TCP,64,in,0.000558 
67499,471.0494 ,10.8.0.249,35.201.97.85,TLSv1.2,268,out,0.000788 
67500,471.0499 ,35.201.97.85,10.8.0.249,TCP,64,in,0.000543 
67501,471.0510 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.001130 
67502,471.0511 ,10.8.0.249,35.201.97.85,TCP,349,out,0.000059 
67503,471.0514 ,35.201.97.85,10.8.0.249,TLSv1.2,131,in,0.000320 
67504,471.0516 ,35.201.97.85,10.8.0.249,TCP,64,in,0.000183 
67505,471.0516 ,35.201.97.85,10.8.0.249,TCP,64,in,0.000043 
67506,471.0532 ,10.8.0.249,35.201.97.85,TLSv1.2,268,out,0.001580 
67507,471.0535 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.000242 
67508,471.0589 ,35.201.97.85,10.8.0.249,TCP,52,in,0.005438 
67509,471.0624 ,35.201.97.85,10.8.0.249,TLSv1.2,387,in,0.003541 
67510,471.0642 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.001734 
67511,471.0660 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.001857 
67512,471.0713 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.005328 
67513,471.0731 ,10.8.0.249,35.201.97.85,TCP,52,out,0.001788 
67514,471.0948 ,10.8.0.249,35.201.97.85,TLSv1.2,268,out,0.021673 
67515,471.1009 ,35.201.97.85,10.8.0.249,TCP,52,in,0.006053 
67516,471.1026 ,10.8.0.249,35.201.97.85,TLSv1.2,248,out,0.001758 
67517,471.1033 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000631 
67518,471.1679 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.064646 
67519,471.1682 ,35.201.97.85,10.8.0.249,TLSv1.2,186,in,0.000343 
67520,471.2147 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.046439 
67521,471.2198 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.005137 
67522,471.2700 ,10.8.0.249,35.201.97.85,TCP,52,out,0.050225 
67523,471.2729 ,10.8.0.249,35.201.97.85,TLSv1.2,244,out,0.002903 
67524,471.2736 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000611 
67525,471.2834 ,10.8.0.249,35.201.97.85,TLSv1.2,224,out,0.009874 
67526,471.2840 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000579 
67527,471.3889 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.104869 
67528,471.3990 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.010166 
67529,471.4226 ,10.8.0.249,35.201.97.85,TCP,52,out,0.023543 
67530,471.4488 ,10.8.0.249,35.201.97.85,TLSv1.2,249,out,0.026221 
67531,471.4494 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000603 
67532,471.5108 ,10.8.0.249,35.201.97.85,TLSv1.2,241,out,0.061432 
67533,471.5115 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000649 
67534,471.5159 ,10.8.0.249,35.201.97.85,TLSv1.2,245,out,0.004424 
67535,471.5165 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000625 
67536,471.5183 ,10.8.0.249,35.201.97.85,TLSv1.2,217,out,0.001784 
67537,471.5190 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000626 
67538,471.5300 ,10.8.0.249,35.201.97.85,TLSv1.2,272,out,0.011093 
67539,471.5307 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000643 
67540,471.5325 ,10.8.0.249,35.201.97.85,TLSv1.2,248,out,0.001807 
67541,471.5332 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000681 
67542,471.5647 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.031518 
67543,471.6075 ,10.8.0.249,35.201.97.85,TCP,52,out,0.042839 
67544,471.6268 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.019267 
67545,471.6317 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.004907 
67546,471.6321 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.000383 
67547,471.6338 ,10.8.0.249,35.201.97.85,TCP,52,out,0.001684 
67548,471.6347 ,10.8.0.249,35.201.97.85,TCP,52,out,0.000957 
67549,471.6424 ,10.8.0.249,35.201.97.85,TLSv1.2,236,out,0.007659 
67550,471.6458 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.003436 
67551,471.6479 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.002065 
67552,471.6500 ,10.8.0.249,35.201.97.85,TCP,52,out,0.002132 
67553,471.6655 ,10.8.0.249,35.201.97.85,TLSv1.2,244,out,0.015521 
67554,471.6708 ,35.201.97.85,10.8.0.249,TCP,52,in,0.005280 
67555,471.7212 ,10.8.0.249,35.201.97.85,TLSv1.2,318,out,0.050331 
67556,471.7218 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000636 
67562,471.7585 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.036677 
67563,471.7634 ,10.8.0.249,35.201.97.85,TLSv1.2,782,out,0.004951 
67570,471.7689 ,35.201.97.85,10.8.0.249,TCP,52,in,0.005434 
67571,471.7705 ,10.8.0.249,35.201.97.85,TLSv1.2,229,out,0.001694 
67573,471.7712 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000609 
67577,471.7813 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.010177 
67579,471.7893 ,10.8.0.249,35.201.97.85,TLSv1.2,240,out,0.007994 
67580,471.7949 ,35.201.97.85,10.8.0.249,TCP,52,in,0.005593 
67589,471.8372 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.042283 
67596,471.8424 ,10.8.0.249,35.201.97.85,TLSv1.2,239,out,0.005155 
67597,471.8430 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000674 
67607,471.8790 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.035995 
67608,471.8845 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.005442 
67609,471.8866 ,10.8.0.249,35.201.97.85,TLSv1.2,239,out,0.002134 
67612,471.8919 ,35.201.97.85,10.8.0.249,TCP,52,in,0.005284 
67614,471.9058 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.013900 
67615,471.9144 ,10.8.0.249,35.201.97.85,TCP,52,out,0.008612 
67616,471.9588 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.044372 
67623,471.9967 ,10.8.0.249,35.201.97.85,TCP,52,out,0.037926 
67629,472.0023 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.005654 
67630,472.0049 ,10.8.0.249,35.201.97.85,TCP,52,out,0.002549 
67670,472.5590 ,10.8.0.249,35.201.97.85,TLSv1.2,81,out,0.554115 
67671,472.5591 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000068 
67672,472.5592 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000075 
67673,472.5596 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000398 
67674,472.5596 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000063 
67675,472.5598 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000145 
67676,472.5598 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000062 
67677,472.5599 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000063 
67678,472.5602 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000291 
67679,472.5604 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000266 
67680,472.5609 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000455 
67681,472.5610 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000063 
67682,472.5613 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000386 
67683,472.5615 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000185 
67684,472.5620 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000430 
67685,472.5654 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.003462 
67686,472.5659 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000447 
67687,472.5660 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000107 
67688,472.5664 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000428 
67689,472.5665 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000061 
67690,472.5665 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000026 
67691,472.5670 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000539 
67692,472.5674 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000354 
67693,472.5674 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000062 
67694,472.5676 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000163 
67695,472.5677 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000070 
67696,472.5680 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000355 
67697,472.5682 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000167 
67698,472.5683 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000071 
67699,472.5685 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000196 
67700,472.5686 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000140 
67701,472.5687 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000058 
67702,472.5688 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000093 
67703,472.5689 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000162 
67704,472.5690 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000034 
67705,472.5690 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000066 
67706,472.5692 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000144 
67707,472.5692 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000052 
67708,472.5692 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000008 
67709,472.5693 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000078 
67710,472.5693 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000037 
67711,472.5696 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000294 
67712,472.5697 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000093 
67713,472.5698 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000036 
67714,472.5704 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000588 
67715,472.5714 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.001013 
67716,472.5716 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000252 
67717,472.5721 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000465 
67718,472.5722 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000130 
67719,472.5723 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000098 
67720,472.5726 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000241 
67721,472.5727 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000181 
67722,472.5729 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000147 
67723,472.5733 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000405 
67724,472.5736 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000359 
67725,472.5738 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000180 
67726,472.5740 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000159 
67727,472.5740 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000036 
67728,472.5742 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000178 
67729,472.5744 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000225 
67730,472.5746 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000180 
67731,472.5746 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000042 
67732,472.5749 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000302 
67733,472.5750 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000062 
67734,472.5750 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000035 
67735,472.5752 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000174 
67736,472.5753 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000040 
67737,472.5756 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000292 
67738,472.5756 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000028 
67739,472.5758 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000211 
67740,472.5759 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000077 
67741,472.5760 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000113 
67742,472.5760 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000045 
67743,472.5762 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000157 
67744,472.5764 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000196 
67745,472.5764 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000026 
67746,472.5766 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000188 
67747,472.5766 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000049 
67748,472.5767 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000105 
67749,472.5768 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000047 
67750,472.5769 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000121 
67751,472.5770 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000067 
67752,472.5772 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000187 
67753,472.5773 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000100 
67754,472.5774 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000100 
67755,472.5775 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000086 
67756,472.5778 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000338 
67757,472.5794 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.001618 
67758,472.5796 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000207 
67759,472.5802 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000611 
67760,472.5802 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000006 
67761,472.5805 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000305 
67762,472.5806 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000110 
67763,472.5807 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000059 
67764,472.5808 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000131 
67765,472.5812 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000330 
67766,472.5812 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000071 
67767,472.5815 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000293 
67768,472.5817 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000196 
67769,472.5819 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000215 
67770,472.5820 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000042 
67771,472.5821 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000094 
67772,472.5822 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000074 
67773,472.5825 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000328 
67774,472.5826 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000079 
67775,472.5826 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000071 
67776,472.5827 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000085 
67777,472.5830 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000256 
67778,472.5830 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000066 
67779,472.5831 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000091 
67780,472.5833 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000214 
67781,472.5836 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000287 
67782,472.5841 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000473 
67783,472.5843 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000201 
67784,472.5845 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000204 
67785,472.5845 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000039 
67786,472.5846 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000042 
67787,472.5847 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000082 
67788,472.5849 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000203 
67789,472.5849 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000056 
67790,472.5850 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000080 
67791,472.5851 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000077 
67792,472.5851 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000056 
67793,472.5855 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000350 
67794,472.5855 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000006 
67795,472.5857 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000217 
67796,472.5859 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000223 
67797,472.5860 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000054 
67798,472.5860 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000040 
67799,472.5861 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000040 
67800,472.5863 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000227 
67801,472.5864 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000058 
67802,472.5864 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000076 
67803,472.5865 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000054 
